10
1000,3
1001,5
1002,5
1003,4
1004,2
1005,3
1006,1
1007,4
1008,2
1009,4
20
100,7
1008,1
1006,2
1003,1
1004,3
1001,1
1005,5
1002,3
101,3
1005,3
1001,4
1000,5
102,4
1006,2
1001,5
1009,2
1005,4
103,6
1005,1
1006,5
1007,1
1002,4
1000,1
1008,3
104,2
1006,1
1002,5
105,5
1006,3
1003,1
1005,3
1009,4
1004,1
106,1
1006,1
107,2
1000,4
1004,5
108,5
1004,5
1006,1
1005,2
1008,3
1009,2
109,6
1003,1
1000,4
1005,1
1007,3
1008,4
1001,5
110,5
1003,2
1008,3
1004,5
1002,1
1009,4
111,4
1004,2
1000,3
1002,2
1006,5
112,6
1003,2
1008,1
1002,4
1006,1
1005,5
1009,3
113,3
1008,1
1007,2
1003,3
114,4
1003,5
1008,3
1009,1
1005,2
115,2
1003,2
1004,4
116,5
1005,3
1004,3
1007,4
1008,2
1009,2
117,4
1002,2
1005,4
1000,3
1001,1
118,2
1003,2
1000,2
119,3
1004,3
1001,3
1008,2
