9
1000,4
1001,3
1002,4
1003,1
1004,1
1005,4
1006,2
1007,3
1008,3
40
100,5
1002,1
1003,5
1008,4
1004,5
1000,2
101,1
1001,2
102,6
1003,5
1006,4
1008,2
1001,3
1004,5
1005,5
103,5
1008,1
1000,5
1007,4
1002,3
1005,2
104,3
1002,3
1003,5
1006,2
105,4
1003,4
1006,5
1000,3
1001,2
106,4
1004,1
1008,1
1007,4
1005,3
107,7
1003,4
1005,2
1008,5
1004,2
1002,3
1000,5
1001,3
108,7
1000,2
1007,2
1005,4
1002,5
1004,5
1003,5
1008,2
109,6
1005,5
1007,1
1004,5
1000,1
1003,2
1002,4
110,5
1000,5
1002,1
1005,5
1001,5
1004,5
111,1
1002,2
112,7
1003,3
1008,4
1002,4
1001,5
1000,5
1004,5
1007,2
113,4
1006,5
1004,3
1007,4
1005,1
114,7
1006,5
1007,1
1005,3
1003,3
1002,1
1001,2
1000,3
115,2
1002,5
1007,2
116,4
1003,4
1004,1
1005,2
1000,5
117,1
1007,1
118,1
1004,2
119,5
1004,1
1002,1
1001,1
1008,3
1003,5
120,4
1003,2
1008,4
1005,1
1000,5
121,4
1006,3
1002,4
1003,2
1008,4
122,3
1000,1
1003,2
1005,2
123,1
1002,5
124,1
1000,1
125,2
1003,1
1004,4
126,5
1006,3
1005,1
1001,1
1002,5
1004,2
127,1
1005,2
128,1
1004,1
129,5
1003,4
1002,1
1001,5
1006,1
1004,3
130,6
1001,4
1000,5
1003,4
1002,4
1005,1
1008,3
131,7
1000,1
1006,5
1004,4
1007,2
1001,4
1008,1
1002,1
132,5
1006,4
1002,1
1005,2
1000,4
1008,4
133,4
1003,1
1004,1
1006,3
1008,5
134,7
1003,5
1005,2
1004,4
1007,5
1008,5
1006,3
1000,3
135,3
1000,2
1008,4
1003,5
136,5
1007,4
1006,5
1002,1
1005,5
1003,5
137,3
1007,5
1003,5
1000,3
138,2
1002,4
1008,1
139,7
1000,3
1001,5
1008,5
1004,2
1006,1
1007,3
1003,2
