6
1000,9
1001,5
1002,7
1003,12
1004,2
1005,2
100
100,2
1005,1
1001,2
101,5
1004,5
1000,4
1003,5
1002,4
1001,1
102,3
1004,5
1002,4
1001,5
103,4
1005,3
1004,5
1000,5
1001,1
104,5
1001,5
1002,3
1003,5
1005,4
1000,5
105,3
1002,5
1001,1
1000,4
106,3
1001,4
1003,5
1000,2
107,3
1000,5
1005,4
1004,3
108,2
1005,5
1003,3
109,1
1001,3
110,2
1003,3
1001,2
111,2
1003,1
1000,5
112,3
1001,4
1005,2
1004,4
113,1
1000,2
114,3
1001,4
1005,4
1004,5
115,2
1001,5
1005,4
116,5
1004,3
1005,5
1002,5
1000,4
1003,1
117,5
1005,5
1002,3
1004,2
1000,5
1003,3
118,5
1003,4
1005,1
1001,3
1000,5
1004,2
119,3
1000,5
1005,1
1001,3
120,3
1005,2
1004,2
1001,2
121,3
1000,2
1004,5
1001,4
122,4
1004,2
1002,3
1001,4
1003,1
123,4
1000,3
1001,5
1005,1
1003,5
124,4
1002,3
1000,3
1003,5
1001,3
125,1
1003,5
126,1
1005,1
127,5
1000,5
1002,2
1003,2
1005,2
1004,3
128,5
1004,1
1003,5
1000,2
1001,1
1002,2
129,4
1001,5
1003,3
1002,3
1005,3
130,1
1000,3
131,3
1004,3
1000,1
1005,3
132,5
1001,5
1005,1
1002,2
1004,1
1000,1
133,2
1003,5
1001,3
134,4
1000,2
1003,1
1005,5
1002,3
135,6
1001,2
1003,5
1004,4
1000,5
1005,2
1002,4
136,2
1000,5
1003,3
137,5
1003,3
1000,1
1001,5
1002,5
1005,2
138,2
1000,2
1003,4
139,6
1001,5
1003,1
1000,2
1002,5
1004,3
1005,5
140,3
1005,5
1003,2
1001,1
141,5
1001,2
1005,2
1004,5
1003,1
1000,1
142,4
1002,3
1004,5
1003,3
1001,2
143,3
1005,2
1000,4
1001,5
144,1
1002,4
145,5
1002,2
1001,5
1003,4
1005,2
1000,4
146,6
1003,3
1001,3
1005,3
1000,4
1004,1
1002,4
147,2
1001,2
1002,1
148,5
1005,4
1001,1
1002,5
1000,3
1004,4
149,2
1004,1
1002,1
150,5
1003,4
1002,2
1004,3
1000,4
1001,5
151,3
1001,3
1005,1
1003,3
152,4
1004,3
1000,3
1002,1
1003,5
153,2
1004,2
1005,5
154,1
1000,1
155,4
1001,1
1000,3
1003,5
1004,3
156,3
1001,2
1002,2
1004,1
157,6
1000,4
1001,5
1004,4
1002,1
1003,1
1005,1
158,3
1002,5
1001,2
1000,3
159,6
1004,4
1002,4
1005,5
1000,5
1003,4
1001,2
160,1
1003,1
161,4
1001,2
1002,4
1005,3
1000,3
162,6
1004,1
1003,5
1005,1
1002,5
1001,5
1000,5
163,3
1001,4
1002,3
1003,2
164,1
1004,5
165,5
1005,2
1000,3
1004,4
1001,5
1003,3
166,4
1002,3
1003,4
1005,2
1004,4
167,2
1003,5
1001,1
168,6
1003,1
1000,2
1004,4
1001,4
1002,4
1005,5
169,5
1004,5
1003,3
1000,3
1005,4
1002,1
170,5
1002,5
1001,5
1003,3
1004,2
1005,3
171,6
1000,2
1002,2
1004,4
1001,2
1003,4
1005,4
172,2
1000,1
1002,3
173,1
1004,3
174,6
1004,1
1000,5
1002,5
1003,2
1005,3
1001,3
175,1
1000,5
176,1
1002,5
177,3
1005,5
1001,4
1002,2
178,2
1003,3
1002,1
179,4
1004,5
1000,4
1005,3
1001,2
180,3
1004,4
1002,5
1005,3
181,4
1004,4
1002,3
1001,2
1003,3
182,3
1003,2
1004,2
1000,4
183,2
1000,3
1001,4
184,4
1002,3
1005,1
1004,4
1003,4
185,6
1004,3
1001,2
1000,4
1005,2
1002,3
1003,4
186,1
1003,5
187,5
1001,2
1003,1
1005,4
1000,2
1002,5
188,4
1004,3
1000,4
1002,5
1001,1
189,2
1004,3
1003,2
190,3
1003,4
1001,2
1000,5
191,3
1000,4
1002,1
1004,5
192,2
1003,5
1005,3
193,4
1004,2
1005,3
1001,3
1002,5
194,6
1000,4
1004,2
1003,4
1001,3
1002,2
1005,3
195,5
1003,3
1001,5
1005,3
1000,2
1004,5
196,4
1001,5
1003,3
1004,2
1005,4
197,5
1002,4
1003,4
1000,2
1004,3
1005,4
198,3
1004,1
1005,3
1001,1
199,1
1003,4
